"Antwort ID","Datum Abgeschickt","Zufallswert","{if(is_empty(gleichung),rand(1,2), gleichung)}","Du bist Sachbearbeiter:in für Kund:innenkredite in der örtlichen Bank GmbH. Aufgrund der aktuellen Wirtschaftslage erhaltet ihr eine ungewöhnlich hohe Menge an Kreditanfragen. Jedoch unterschreibt nicht jede/r Kund:in am Ende einen Vertrag. Wenn es zu keinem Abschluss kommt, bedeutet das Verlust für die Bank GmbH und diesen gilt es zu vermeiden.  Es ist euch nicht möglich, alle Kreditanfragen sofort zu bearbeiten, deshalb stehst du nun vor der Aufgabe, die erhaltenen und teilweise bearbeiteten Kreditanfragen zu priorisieren. Dein Ziel ist es, die Kreditanfragen mit den höchsten Erfolgsaussichten, also die Anfragen, die am wahrscheinlichsten zu einem finalen Kreditvertrag führen, auszuwählen und sie somit für die weitere Bearbeitung freizugeben.     Die Bank GmbH hat im Zuge eines Digitalisierungsprogramms eine KI-Anwendung eingeführt, die dich bei dieser Aufgabe unterstützen wird. Die KI-Anwendung analysiert die Randdaten der Kreditanfrage sowie die bisher von anderen Mitarbeitern und automatisch vom System ausgeführten Schritte. Auf Basis dieser analysierten Daten trifft die KI-Anwendung eine Vorhersage, ob der Kreditantrag zu einem Erfolg führt oder nicht.    ","Randdaten eines Kreditantrags:   Alle Kreditanträge, die bei dir ankommen, wurden bereits teilweise von Kolleg:innen bearbeitet.  Dieser ist aufgeteilt in die Randdaten des Kreditantrags und die bisher erfolgten Bearbeitungsschritte.   Im Folgenden ist ein beispielhafter Datensatz mit den Randdaten eines Kreditantrags dargestellt:       Gewünschte Kredithöhe: 19900,0    	der/die Kund:in beantragt einen Kredit in Höhe von 19.900,0€   Finanzierung: Auto: 1.0   	Dieses Feld kann die Werte 1.0 oder 0.0 annehmen. 1.0 - Der/die Kund:in möchte einen Kredit für den Kauf eines Autos aufnehmen, 0.0 - Der/die Kund:in möchte keinen Kredit für den Kauf eines Autos aufnehmen.  	Bitte beachte, dass dieses Feld für jedes Finanzierungsvorhaben analog erscheint. Wäre des Ziel des Kredites bspw. ein Haus wäre dieses Feld dargestellt als: ""Finanzierung: Haus: 1.0 / 0.0""   Online Antrag: 1.0    	dieses Feld kann die Werte 1.0 oder 0.0 annehmen.  1.0: der Kreditantrag wurde online eingereicht, 0.0: der Kreditantrag wurde in Person mit einem/einer Kundenberater:in bei der Bank GmbH erstellt.    Neue Kreditanfrage: 1.0     	dieses Feld kann die Werte 1.0 oder 0.0 annehmen.  1.0: Es handelt sich um einen neuen Kreditantrag des/der Kund:in, 0.0: Es handelt sich um einen Antrag, die Höhe eines bereits laufenden Kredits zu erhöhen.   Tage seit Antragseingang: 7.5    	die Zeit, die vergangen ist, seit der Kreditantrag von dem/der Kund:in eingereicht wurde, in diesem Fall 7,5 Tage     ","Arbeitsprozess:     Der ideale Arbeitsprozess kann folgendermaßen dargestellt werden:     Im Idealfall wird jeder Schritt nur einmal durchgeführt. Dies ist in der Realität jedoch selten der Fall.   Neben den Randdaten siehst du deshalb noch die bereits ausgeführten Bearbeitungsschritte. Diese sind in folgender Form dargestellt:        In der orangenen Zeile sind die Namen der verschiedenen Prozessschritte aufgeführt. Direkt darunter sieht man, wie oft ein Bearbeitungsschritt ausgeführt wurde. Manche Prozessschritte können nur maximal einmal ausgeführt werden, wie beispielsweise ""A_Erstelle Antrag"", da jeder Kreditantrag nur einmal neu eingereicht werden kann. Andere Prozessschritte können mehrmalig erfolgen, wie beispielsweise ""W_Antrag vervollständigen"". Dieser Schritt beschreibt den Anruf eines/einer Mitarbeiter:in bei dem/der Kund:in, um den Kreditantrag fertigzustellen und für die weitere Bearbeitung freizugeben. ","Wie eingangs erwähnt, erhälst du zusätzliche Unterstützung durch eine KI. Die KI trifft Vorhersagen über die Erfolgswahrscheinlichkeit eines Kreditantrags.  Die Vorhersage der KI wird als zusätzliches Feld dargestellt.   Eine positive Vorhersage bedeutet, die KI sagt voraus, dass es zu einem erfolgreichen Abschluss kommen wird. Diese Vorhersage wird mit einer ""1.0"" im Feld ""Vorhersage"" dargestellt. Zudem ist das Feld der Vorhersage rot hinterlegt:       Eine negative Vorhersage bedeutet, die KI sagt voraus, dass es zu keinem erfolgreichen Abschluss kommen wird. Diese Vorhersage wird mit einer ""0.0"" im Feld ""Vorhersage"" dargestellt. Zudem ist das Feld der Vorhersage blau hinterlegt.      ","Zusätzliche Unterstützung:  Die Bank GmbH hat ihre KI-Anwendung um einen XAI-Ansatz erweitert. XAI ist die Abkürzung für explainable artificial intelligence und beschreibt Methoden, die zusätzliche Erklärungen über die Arbeitsweise bzw. die Ergebnisse einer KI-Anwendung liefern.   Aus diesem Grund erhälst du neben der Vorhersage über die Erfolgsaussichten auch eine Erklärung, weshalb die KI zu dieser Entscheidung kommt, um dich bei ihrer Entscheidung zu unterstützen.  Der hier gewählte XAI-Ansatz trägt den Namen „SHAP“ und liefert Erklärungen über den Einfluss, den verschiedenste Datenpunkte auf die Vorhersage der KI haben.   Du erhälst die Erklärung in Form eines Wasserfalldiagramms.   Die Datenpunkte sind absteigend geordnet. Der Datenpunkt, mit dem größten Einfluss steht ganz oben.  Die Farbe und die Richtung des Pfeils gibt an, ob das Merkmal einen positiven oder negativen Einfluss auf die Erfolgswahrscheinlichkeit hat.      ","Du hast nun zwei offene Kreditanfragen vorliegen und musst nun entscheiden, welche Anfrage als erstes weiterbearbeitet wird. Der Kreditantrag mit den höchsten Erfolgsaussichten sollte als erstes weiterbearbeitet werden. Im Folgenden siehst du die Daten der zwei Kreditanfragen sowie die farblich hinterlegte Vorhersage der KI-Anwendung.     Hier siehst du die Randdaten der jeweiligen Kreditanträge:    Und das sind die bereits ausgeführten Bearbeitungsschritte:    Die KI Anwendung trifft folgende Vorhersagen:          Frage 1:  Welchen Antrag würdest du bevorzugt weiterbearbeiten ?    ","Du hast nun zwei offene Kreditanfragen vorliegen und musst nun entscheiden, welche Anfrage als erstes weiterbearbeitet wird. Der Kreditantrag mit den höchsten Erfolgsaussichten sollte als erstes weiterbearbeitet werden. Im Folgenden siehst du die Daten der zwei Kreditanfragen sowie die farblich hinterlegte Vorhersage der KI-Anwendung.     Hier siehst du die Randdaten der jeweiligen Kreditanträge:    Und das sind die bereits ausgeführten Bearbeitungsschritte:    Die KI Anwendung trifft folgende Vorhersagen:         Frage 1:  Welchen Antrag würdest du bevorzugt weiterbearbeiten ? ","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Die Daten des Kreditantrags, Randdaten sowie bereits erfolgte Prozessschritte, haben meine Entscheidung beeinflusst. ]","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Die Vorhersage der KI hat meine Entscheidung beeinflusst. ]","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Ich fühle mich sicher mit meiner Entscheidung]","Es ist ein neuer Tag und du hast zwei neue Kreditanfragen vorliegen.      Hier siehst du wieder die Randdaten der beiden neuen Kreditanträge:       Und hier erneut die bereits ausgeführten Bearbeitungsschritte:       Die KI Anwendung trifft folgende Vorhersagen:            Frage 1:   Welchen Antrag würdest du bevorzugt weiterbearbeiten ? ","Es ist ein neuer Tag und du hast zwei neue Kreditanfragen vorliegen.      Hier siehst du wieder die Randdaten der beiden neuen Kreditanträge:       Und hier erneut die bereits ausgeführten Bearbeitungsschritte:       Die KI Anwendung trifft folgende Vorhersagen:                 Frage 1:   Welchen Antrag würdest du bevorzugt weiterbearbeiten ? ","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Die Daten des Kreditantrags, Randdaten sowie bereits erfolgte Prozessschritte, haben meine Entscheidung beeinflusst. ]","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Die Vorhersage der KI hat meine Entscheidung beeinflusst. ]","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Ich fühle mich sicher mit meiner Entscheidung]","Die Kreditanträge werden weniger und du stehst nun ein letztes mal vor der Entscheidung zwischen zwei Anträgen.   Wie gewohnt hast du die Randdaten der Kreditanträge:        Die bereits ausgeführten Bearbeitungsschritte:        Und die Vorhersagen der KI Anwendung vorliegen:               Frage 1:   Welchen Antrag würdest du bevorzugt weiterbearbeiten ? ","Die Kreditanträge werden weniger und du stehst nun ein letztes mal vor der Entscheidung zwischen zwei Anträgen.   Wie gewohnt hast du die Randdaten der Kreditanträge:       Die bereits ausgeführten Bearbeitungsschritte:       Und die Vorhersagen der KI Anwendung vorliegen:                   Frage 1:   Welchen Antrag würdest du bevorzugt weiterbearbeiten ?    ","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Die Daten des Kreditantrags, Randdaten sowie bereits erfolgte Prozessschritte, haben meine Entscheidung beeinflusst. ]","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Die Vorhersage der KI hat meine Entscheidung beeinflusst. ]","Frage 2:  Im Folgenden siehst du verschiedene Aussagen, bezogen auf deine vorherige Entscheidung. Bitte wähle die Option aus, die am meisten auf dich zutrifft.   [Ich fühle mich sicher mit meiner Entscheidung]","Mit welcher Farbe war eine positive Vorhersage der KI hinterlegt ?","Bitte wähle die für dich zutreffende Antwort zu jeder Aussage.  [Ich vertraue den Vorhersagen der KI-Anwendung.]","Bitte wähle die für dich zutreffende Antwort zu jeder Aussage.  [Die Ergebnisse der KI-Anwendung sind vorhersehbar.]","Bitte wähle die für dich zutreffende Antwort zu jeder Aussage.  [Die KI-Anwendung ist sehr zuverlässig. Ich kann mich darauf verlassen, dass sie immer korrekt ist.]","Bitte wähle die für dich zutreffende Antwort zu jeder Aussage.  [Ich fühle mich sicher, wenn ich mich auf die Anwendung verlasse.]","Bitte wähle die für dich zutreffende Antwort zu jeder Aussage.  [Ich misstraue den Vorhersagen der KI-Anwendung.]","Bitte wähle die für dich zutreffende Antwort zu jeder Aussage.  [Die KI-Anwendung ist besser als ich darin, eine korrekte Entscheidung zu treffen.]","Bitte wähle die für dich zutreffende Antwort zu jeder Aussage.  [Ich benutze die KI-Anwendung gerne.]","Persönliche Fragen:  Mit welchem Geschlecht identifizierst du dich ? ","Bist du aktuell an einer Hochschule eingeschrieben ?","Wie alt bist du ?","Hast du bereits Erfahrung im Bereich der Kreditvergabe ?","Hast du bereits Erfahrung im Bereich KI ? ","Hast du noch Anmerkungen zu der Umfrage ?","Vielen Dank für die Teilnahme an meiner Umfrage ! "
"39","2023-12-20 13:56:13","889460730","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft zu","Keine Meinung","Kreditantrag 4","","Trifft zu","Keine Meinung","Trifft überhaupt nicht zu","Kreditantrag 5","","Trifft zu","Keine Meinung","Trifft nicht zu","Rot","Trifft zu","Keine Meinung","Trifft nicht zu","Keine Meinung","Trifft nicht zu","Trifft voll und ganz zu","Keine Meinung","weiblich","nein","25-29","nein","nein","",""
"40","2023-12-20 14:05:25","1970666842","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft zu","Trifft zu","Kreditantrag 4","","Trifft zu","Trifft nicht zu","Trifft zu","Kreditantrag 5","","Trifft zu","Trifft überhaupt nicht zu","Trifft zu","Rot","Trifft nicht zu","Keine Meinung","Trifft nicht zu","Trifft nicht zu","Trifft zu","Trifft nicht zu","Trifft überhaupt nicht zu","männlich","nein","25-29","ja - als Kund:in","grundlegend (zB. durch ein Modul an der Hochschule)","",""
"42","2023-12-21 14:08:10","616443930","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft voll und ganz zu","Trifft zu","Kreditantrag 4","","Trifft zu","Trifft voll und ganz zu","Trifft zu","Kreditantrag 6","","Trifft voll und ganz zu","Trifft nicht zu","Trifft zu","Rot","Trifft zu","Trifft zu","Trifft nicht zu","Trifft zu","Trifft nicht zu","Trifft voll und ganz zu","Trifft zu","weiblich","ja","25-29","nein","nein","",""
"43","2023-12-23 10:01:49","482696399","1","","","","","","Kreditantrag 2","","Trifft voll und ganz zu","Keine Meinung","Trifft voll und ganz zu","Kreditantrag 4","","Trifft voll und ganz zu","Trifft nicht zu","Trifft zu","Kreditantrag 6","","Trifft zu","Keine Meinung","Trifft voll und ganz zu","Rot","Keine Meinung","Keine Meinung","Trifft nicht zu","Trifft nicht zu","Trifft nicht zu","Keine Meinung","Trifft nicht zu","männlich","nein","60 und darüber","ja - als Kund:in","nein","",""
"44","2023-12-23 10:17:07","671335043","2","","","","","","","Kreditantrag 1","Trifft zu","Trifft nicht zu","Trifft zu","","Kreditantrag 4","Trifft zu","Trifft nicht zu","Trifft nicht zu","","Kreditantrag 5","Trifft zu","Trifft nicht zu","Trifft zu","Rot","Trifft nicht zu","Trifft zu","Trifft nicht zu","Trifft nicht zu","Keine Meinung","Trifft nicht zu","Trifft nicht zu","weiblich","nein","50-59","ja - als Kund:in","nein","",""
"46","2023-12-27 23:15:46","1520426173","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft nicht zu","Trifft zu","Kreditantrag 3","","Trifft voll und ganz zu","Trifft nicht zu","Trifft zu","Kreditantrag 6","","Trifft voll und ganz zu","Trifft nicht zu","Trifft voll und ganz zu","Rot","Keine Meinung","Trifft voll und ganz zu","Keine Meinung","Keine Meinung","Trifft nicht zu","Trifft nicht zu","Trifft zu","männlich","nein","25-29","nein","ja - fortgeschritten (bereits selbst implementiert)","Die KI kann sicherlich auch in Aufgaben geringer Komplexität unterstützen, hier fand ich diese nur hilfreich um vorhandenen Meinungen zu unterstützen bzw. bestätigen,
da bei der doch relativ simplen Aufgabe schnell ein gewisses Framework für die Entscheidungsfindung gefunden werden kann.
Gleichzeitig bleibt es unabdinglich, die Grunddaten zu durchblicken, um eine Entscheidung zu treffen, somit würde es bei komplexeren Fällen sicherlich einer nachvollziehbaren AI bedürfen (Stichwort: Explainable AI), die genauere Gründe für die Entscheidung nennt. 
Interessant wäre auch, die AI Ergebnisse erst auf Wunsch einblenden zu können, um einen Priming-Effekt auf die Entscheidungen zu reduzieren, indem die Aussage der KI nicht sofort visuell eindeutig prominent auf dem Bildschirm zu sehen ist, denn durch die markante Farbe schweift der Blick unweigerlich schnell dorthin. 
Damit würde man auch das Problem umgehen, dass prinzipiell der Weg des geringsten Widerstands gewählt und somit ggf. nur das Ergebnis der KI reproduziert wird, ohne die unterliegenden Daten zu prüfen.",""
"47","2023-12-28 11:48:12","1978687354","2","","","","","","","Kreditantrag 2","Trifft voll und ganz zu","Trifft voll und ganz zu","Trifft zu","","Kreditantrag 3","Trifft zu","Trifft voll und ganz zu","Trifft zu","","Kreditantrag 6","Trifft voll und ganz zu","Trifft nicht zu","Trifft zu","Rot","Trifft zu","Trifft zu","Keine Meinung","Trifft zu","Trifft nicht zu","Trifft nicht zu","Trifft voll und ganz zu","weiblich","ja","25-29","nein","ja - fortgeschritten (bereits selbst implementiert)","Bei Aufgabe 1 habe ich mich noch sehr an den Aussagen der KI orientiert. Ab Aufgabe 2 habe ich mehr auf die Prozessschritte geschaut, auch wenn am Ende meine Entscheidung mit der der KI übereinstimmt. Bei Aufgabe 3 habe ich mich für den Antrag entschieden, bei dem mehr Zeit vergangen war seit Antragstellung. Da man bei der Bank auf den Profit bzw. den Erfolg eines Antrags aus ist,  ist das KI-Modell hilfreich. Dennoch würde ich mich nicht vollends drauf verlassen. Wenn ein Antrag vielleicht Erfolg hat, jedoch schon mehr Zeit verstrichen ist seit Antragstellung, schien dieser im Vergleich zu einem mit einer geringeren Zeit weniger Erfolg zu haben. Die KI ist unterstützend mit ihren Berechnungen, eventuell werden manche Kriterien mehr gewertet als andere.",""
"51","2023-12-28 14:04:02","1364815926","2","","","","","","","Kreditantrag 1","Trifft zu","Trifft zu","Trifft zu","","Kreditantrag 4","Trifft nicht zu","Trifft nicht zu","Trifft zu","","Kreditantrag 6","Trifft nicht zu","Trifft zu","Trifft zu","Blau","Trifft zu","Trifft zu","Trifft zu","Trifft zu","Trifft nicht zu","Trifft nicht zu","Trifft voll und ganz zu","männlich","ja","25-29","nein","ja - fortgeschritten (bereits selbst implementiert)","Bitte einfacher und verständlicher gestalten. Glaube viele wo nicht so gebildet sind oder sich tief einlesen wollen werden einiges nicht verstehen. Dir noch viel Erfolg <3",""
"52","2023-12-28 14:59:11","1742255502","2","","","","","","","Kreditantrag 2","Trifft zu","Trifft zu","Trifft nicht zu","","Kreditantrag 3","Trifft zu","Trifft voll und ganz zu","Keine Meinung","","Kreditantrag 6","Keine Meinung","Trifft zu","Trifft nicht zu","Rot","Trifft zu","Trifft zu","Keine Meinung","Keine Meinung","Trifft nicht zu","Keine Meinung","Trifft voll und ganz zu","männlich","ja","25-29","ja - als Kund:in","ja - fortgeschritten (bereits selbst implementiert)","Interessant, zuerst abschreckend, da viel Input, dann aber schnell vorbei und unterhaltsam, Super!",""
"54","2023-12-28 15:26:59","867444400","1","","","","","","Kreditantrag 1","","Trifft zu","Trifft nicht zu","Trifft voll und ganz zu","Kreditantrag 3","","Trifft zu","Trifft überhaupt nicht zu","Trifft nicht zu","Kreditantrag 6","","Trifft voll und ganz zu","Trifft überhaupt nicht zu","Trifft zu","Rot","Trifft nicht zu","Trifft nicht zu","Trifft überhaupt nicht zu","Trifft nicht zu","Trifft zu","Trifft zu","Trifft überhaupt nicht zu","männlich","nein","25-29","ja - als Kund:in","nein","",""
"56","2024-01-02 16:53:40","847742844","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft nicht zu","Trifft zu","Kreditantrag 4","","Trifft zu","Trifft nicht zu","Trifft zu","Kreditantrag 6","","Trifft zu","Trifft nicht zu","Trifft zu","Rot","Keine Meinung","Keine Meinung","Keine Meinung","Trifft überhaupt nicht zu","Trifft nicht zu","Trifft nicht zu","Trifft nicht zu","männlich","nein","50-59","ja - als Kund:in","nein","",""
"57","2024-01-02 17:43:49","443817442","1","","","","","","Kreditantrag 2","","Trifft voll und ganz zu","Trifft nicht zu","Trifft zu","Kreditantrag 4","","Trifft voll und ganz zu","Trifft überhaupt nicht zu","Trifft zu","Kreditantrag 5","","Trifft voll und ganz zu","Trifft zu","Trifft nicht zu","Rot","Trifft nicht zu","Trifft nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft zu","Trifft nicht zu","Trifft zu","männlich","nein","40-49","ja - als Kund:in","grundlegend (zB. durch ein Modul an der Hochschule)","Ich bin Aktuar bei einer Versicherung - also schon verwandtsnah. Grundsätzlich kann ich einer KI schon vertrauen, aber erst wenn sich die Richtigkeit der Aussagen in mehreren Fällen bestätigt haben. Bei deinem Test hat daher die Art der Einreichung (nicht online >> online), die Bearbeitungsdauer vs der Anzahl der Interaktionsschritte sowie beim letzten Beispiel die Absicherungshöhe zur Entscheidung geführt.",""
"59","2024-01-02 18:38:16","548014124","2","","","","","","","Kreditantrag 2","Trifft zu","Trifft nicht zu","Trifft nicht zu","","Kreditantrag 4","Trifft zu","Trifft nicht zu","Trifft zu","","Kreditantrag 6","Trifft nicht zu","Trifft zu","Trifft zu","Rot","Trifft zu","Trifft nicht zu","Trifft zu","Trifft nicht zu","Trifft nicht zu","Trifft zu","Trifft nicht zu","männlich","nein","35-39","ja - als Kund:in","nein","",""
"60","2024-01-02 18:51:54","290174145","2","","","","","","","Kreditantrag 2","Trifft nicht zu","Trifft zu","Trifft zu","","Kreditantrag 4","Trifft voll und ganz zu","Trifft überhaupt nicht zu","Trifft zu","","Kreditantrag 5","Trifft zu","Trifft nicht zu","Keine Meinung","Rot","Trifft zu","Keine Meinung","Keine Meinung","Trifft zu","Trifft nicht zu","Trifft zu","Keine Meinung","weiblich","nein","35-39","ja - als Kund:in","nein","",""
"61","2024-01-03 00:57:19","701659081","1","","","","","","Kreditantrag 2","","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Keine Meinung","Kreditantrag 4","","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Keine Meinung","Kreditantrag 6","","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Keine Meinung","Blau","Keine Meinung","Keine Meinung","Keine Meinung","Keine Meinung","Keine Meinung","Keine Meinung","Keine Meinung","","","","","","das umfragedesign zwingt zu falschen antworten.",""
"62","2024-01-03 10:25:26","666751076","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft voll und ganz zu","Trifft zu","Kreditantrag 4","","Trifft zu","Keine Meinung","Keine Meinung","Kreditantrag 6","","Trifft voll und ganz zu","Trifft überhaupt nicht zu","Trifft nicht zu","Rot","Keine Meinung","Keine Meinung","Trifft überhaupt nicht zu","Keine Meinung","Trifft zu","Keine Meinung","Trifft nicht zu","weiblich","ja","21-24","nein","grundlegend (zB. durch ein Modul an der Hochschule)","",""
"63","2024-01-03 10:30:10","1726647849","2","","","","","","","Kreditantrag 2","Trifft zu","Trifft zu","Keine Meinung","","Kreditantrag 3","Trifft zu","Trifft zu","Trifft zu","","Kreditantrag 6","Trifft zu","Trifft zu","Keine Meinung","Rot","Trifft zu","Trifft nicht zu","Keine Meinung","Keine Meinung","Trifft nicht zu","Keine Meinung","Trifft zu","männlich","ja","25-29","nein","grundlegend (zB. durch ein Modul an der Hochschule)","Die Wahl der Farben ist verwirrend. Normalerweise ist rot negativ und nicht positiv.",""
"65","2024-01-03 15:58:47","421351675","1","","","","","","Kreditantrag 2","","Trifft voll und ganz zu","Trifft zu","Trifft zu","Kreditantrag 3","","Trifft zu","Trifft voll und ganz zu","Trifft nicht zu","Kreditantrag 6","","Trifft voll und ganz zu","Trifft nicht zu","Keine Meinung","Rot","Trifft zu","Trifft nicht zu","Trifft nicht zu","Trifft nicht zu","Trifft zu","Keine Meinung","Keine Meinung","männlich","ja","21-24","nein","grundlegend (zB. durch ein Modul an der Hochschule)","Unsicherheit über die Implementierung der KI-Anwendung lässt einem an den Ergebnissen zweifeln. Bestünde größere Kenntnis über die Einflussfaktoren auf die Entscheidung der KI, wäre das Vertrauen größer. Die fehlende Erfahrung im Bereich der Kreditvergabe vergrößert natürlich die allgemeine Unsicherheit bei den Entscheidungen.",""
"68","2024-01-03 19:06:46","318459267","2","","","","","","","Kreditantrag 2","Trifft voll und ganz zu","Trifft voll und ganz zu","Trifft zu","","Kreditantrag 3","Trifft zu","Trifft voll und ganz zu","Trifft voll und ganz zu","","Kreditantrag 5","Trifft nicht zu","Trifft zu","Keine Meinung","Rot","Trifft zu","Trifft zu","Trifft zu","Trifft zu","Trifft nicht zu","Keine Meinung","Trifft zu","männlich","ja","25-29","nein","grundlegend (zB. durch ein Modul an der Hochschule)","",""
"69","2024-01-03 21:07:13","2089211372","2","","","","","","","Kreditantrag 2","Trifft voll und ganz zu","Trifft zu","Trifft zu","","Kreditantrag 4","Trifft voll und ganz zu","Trifft nicht zu","Trifft nicht zu","","Kreditantrag 6","Trifft zu","Trifft nicht zu","Trifft zu","Rot","Keine Meinung","Trifft nicht zu","Keine Meinung","Trifft nicht zu","Keine Meinung","Trifft nicht zu","Trifft nicht zu","männlich","nein","60 und darüber","ja - als Kund:in","","",""
"70","2024-01-04 00:38:32","580462276","2","","","","","","","Kreditantrag 2","Trifft zu","Trifft voll und ganz zu","Keine Meinung","","Kreditantrag 3","Trifft zu","Trifft zu","Trifft zu","","Kreditantrag 5","Trifft zu","Trifft nicht zu","Trifft zu","Rot","Trifft zu","Keine Meinung","Keine Meinung","Keine Meinung","Trifft überhaupt nicht zu","Keine Meinung","Trifft zu","weiblich","ja","21-24","nein","grundlegend (zB. durch ein Modul an der Hochschule)","",""
"71","2024-01-04 00:49:32","801766092","2","","","","","","","Kreditantrag 2","Trifft zu","Trifft voll und ganz zu","Trifft voll und ganz zu","","Kreditantrag 3","Trifft überhaupt nicht zu","Trifft voll und ganz zu","Trifft zu","","Kreditantrag 6","Trifft zu","Keine Meinung","Trifft voll und ganz zu","Rot","Trifft zu","Trifft zu","Trifft nicht zu","Trifft zu","Trifft nicht zu","Trifft nicht zu","Trifft zu","weiblich","ja","25-29","nein","nein","",""
"72","2024-01-04 01:06:06","2083235129","2","","","","","","","Kreditantrag 2","Trifft zu","Trifft voll und ganz zu","Keine Meinung","","Kreditantrag 3","Trifft zu","Trifft voll und ganz zu","Trifft nicht zu","","Kreditantrag 5","Trifft voll und ganz zu","Trifft voll und ganz zu","Keine Meinung","Rot","Keine Meinung","Trifft zu","Keine Meinung","Trifft nicht zu","Trifft zu","Trifft nicht zu","Trifft nicht zu","männlich","ja","21-24","nein","nein","",""
"74","2024-01-04 16:55:08","805052415","2","","","","","","","Kreditantrag 2","Trifft zu","Trifft zu","Trifft zu","","Kreditantrag 3","Trifft zu","Trifft zu","Trifft zu","","Kreditantrag 5","Trifft voll und ganz zu","Trifft überhaupt nicht zu","Trifft zu","Rot","Trifft zu","Trifft zu","Trifft nicht zu","Trifft zu","Trifft nicht zu","Trifft zu","Trifft voll und ganz zu","weiblich","ja","25-29","nein","grundlegend (zB. durch ein Modul an der Hochschule)","",""
"75","2024-01-05 15:43:41","476882415","2","","","","","","","Kreditantrag 2","Trifft nicht zu","Trifft zu","Trifft zu","","Kreditantrag 3","Trifft überhaupt nicht zu","Trifft voll und ganz zu","Trifft zu","","Kreditantrag 6","Trifft zu","Trifft nicht zu","Trifft zu","Rot","Trifft zu","Trifft zu","Trifft nicht zu","Trifft zu","Trifft nicht zu","Keine Meinung","Trifft zu","männlich","ja","21-24","nein","nein","",""
"76","2024-01-05 15:53:37","157613584","2","","","","","","","Kreditantrag 2","Keine Meinung","Trifft zu","Keine Meinung","","Kreditantrag 3","Keine Meinung","Trifft zu","Keine Meinung","","Kreditantrag 6","Keine Meinung","Trifft zu","Keine Meinung","Rot","Keine Meinung","Keine Meinung","Trifft überhaupt nicht zu","Trifft nicht zu","Trifft zu","Trifft zu","Keine Meinung","weiblich","ja","25-29","nein","nein","",""
"80","2024-01-05 17:20:37","890364064","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft zu","Keine Meinung","Kreditantrag 4","","Trifft zu","Trifft nicht zu","Trifft zu","Kreditantrag 6","","Trifft zu","Keine Meinung","Trifft zu","Rot","Trifft nicht zu","Keine Meinung","Trifft nicht zu","Trifft überhaupt nicht zu","Trifft zu","Keine Meinung","Trifft nicht zu","weiblich","ja","21-24","nein","nein","",""
"81","2024-01-05 17:21:02","1427836291","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft zu","Trifft zu","Kreditantrag 4","","Trifft voll und ganz zu","Trifft nicht zu","Keine Meinung","Kreditantrag 6","","Keine Meinung","Keine Meinung","Keine Meinung","Rot","Keine Meinung","Trifft nicht zu","Trifft nicht zu","Keine Meinung","Trifft zu","Keine Meinung","Keine Meinung","männlich","","25-29","nein","nein","",""
"82","2024-01-05 18:38:08","1835977227","1","","","","","","Kreditantrag 2","","Trifft zu","Trifft zu","Trifft nicht zu","Kreditantrag 3","","Trifft zu","Trifft zu","Keine Meinung","Kreditantrag 5","","Trifft voll und ganz zu","Keine Meinung","Trifft nicht zu","Rot","Trifft zu","Trifft zu","Keine Meinung","Trifft nicht zu","Trifft nicht zu","Trifft zu","Keine Meinung","männlich","ja","21-24","nein","nein","",""
